entity,cycles,instructions,cache_misses,time_ns,original_data
160,16500,24750,24,8250,"./repos/coq-of-rust/RocqOfRust/core/escape.rs,rust_const,7,"const HEX_DIGITS: [ascii::Char; 16] = *b"0123456789abcdef".as_ascii().unwrap();""
161,16600,24900,24,8300,"./repos/coq-of-rust/RocqOfRust/core/escape.rs,rust_const,10,"const fn backslash<const N: usize>(a: ascii::Char) -> ([ascii::Char; N], Range<u8>) {""
162,16700,25050,25,8350,"./repos/coq-of-rust/RocqOfRust/core/escape.rs,rust_const,22,"const fn hex_escape<const N: usize>(byte: u8) -> ([ascii::Char; N], Range<u8>) {""
163,16800,25200,25,8400,"./repos/coq-of-rust/RocqOfRust/core/escape.rs,rust_const,39,"const fn verbatim<const N: usize>(a: ascii::Char) -> ([ascii::Char; N], Range<u8>) {""
164,16900,25350,25,8450,"./repos/coq-of-rust/RocqOfRust/core/escape.rs,rust_const,52,"const fn escape_ascii<const N: usize>(byte: u8) -> ([ascii::Char; N], Range<u8>) {""
165,17000,25500,25,8500,"./repos/coq-of-rust/RocqOfRust/core/escape.rs,rust_const,128,"const fn escape_unicode<const N: usize>(c: char) -> ([ascii::Char; N], Range<u8>) {""
166,17100,25650,25,8550,"./repos/coq-of-rust/RocqOfRust/core/ffi/c_str.rs,rust_const,733,"const unsafe fn strlen(ptr: *const c_char) -> usize {""
167,17200,25800,25,8600,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,34,"const fn slice_start_index_len_fail(index: usize, len: usize) -> ! {""
168,17300,25950,25,8650,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,46,"const fn slice_end_index_len_fail(index: usize, len: usize) -> ! {""
169,17400,26100,26,8700,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,58,"const fn slice_index_order_fail(index: usize, end: usize) -> ! {""
170,17500,26250,26,8750,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,70,"const fn slice_start_index_overflow_fail() -> ! {""
171,17600,26400,26,8800,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,77,"const fn slice_end_index_overflow_fail() -> ! {""
172,17700,26550,26,8850,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,87,"const unsafe fn get_noubcheck<T>(ptr: *const [T], index: usize) -> *const T {""
173,17800,26700,26,8900,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,94,"const unsafe fn get_mut_noubcheck<T>(ptr: *mut [T], index: usize) -> *mut T {""
174,17900,26850,26,8950,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,101,"const unsafe fn get_offset_len_noubcheck<T>(""
175,18000,27000,27,9000,"./repos/coq-of-rust/RocqOfRust/core/slice/index.rs,rust_const,112,"const unsafe fn get_offset_len_mut_noubcheck<T>(""
176,18100,27150,27,9050,"./repos/coq-of-rust/RocqOfRust/core/slice/ascii.rs,rust_const,334,"const fn contains_nonascii(v: usize) -> bool {""
177,18200,27300,27,9100,"./repos/coq-of-rust/RocqOfRust/core/slice/ascii.rs,rust_const,371,"const fn is_ascii(s: &[u8]) -> bool {""
178,18300,27450,27,9150,"./repos/coq-of-rust/RocqOfRust/core/slice/memchr.rs,rust_const,7,"const LO_USIZE: usize = usize::repeat_u8(0x01);""
179,18400,27600,27,9200,"./repos/coq-of-rust/RocqOfRust/core/slice/memchr.rs,rust_const,8,"const HI_USIZE: usize = usize::repeat_u8(0x80);""
180,18500,27750,27,9250,"./repos/coq-of-rust/RocqOfRust/core/slice/memchr.rs,rust_const,9,"const USIZE_BYTES: usize = mem::size_of::<usize>();""
181,18600,27900,27,9300,"./repos/coq-of-rust/RocqOfRust/core/slice/memchr.rs,rust_const,19,"const fn contains_zero_byte(x: usize) -> bool {""
182,18700,28050,28,9350,"./repos/coq-of-rust/RocqOfRust/core/slice/memchr.rs,rust_const,36,"const fn memchr_naive(x: u8, text: &[u8]) -> Option<usize> {""
183,18800,28200,28,9400,"./repos/coq-of-rust/RocqOfRust/core/slice/memchr.rs,rust_const,52,"const fn memchr_aligned(x: u8, text: &[u8]) -> Option<usize> {""
184,18900,28350,28,9450,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/select.rs,rust_const,61,"const INSERTION_SORT_THRESHOLD: usize = 16;""
185,19000,28500,28,9500,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/shared/pivot.rs,rust_const,6,"const PSEUDO_MEDIAN_REC_THRESHOLD: usize = 64;""
186,19100,28650,28,9550,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/shared/smallsort.rs,rust_const,174,"const SMALL_SORT_FALLBACK_THRESHOLD: usize = 16;""
187,19200,28800,28,9600,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/shared/smallsort.rs,rust_const,180,"const SMALL_SORT_GENERAL_THRESHOLD: usize = 32;""
188,19300,28950,28,9650,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/shared/smallsort.rs,rust_const,191,"const SMALL_SORT_NETWORK_THRESHOLD: usize = 32;""
189,19400,29100,29,9700,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/shared/smallsort.rs,rust_const,192,"const SMALL_SORT_NETWORK_SCRATCH_LEN: usize = SMALL_SORT_NETWORK_THRESHOLD;""
190,19500,29250,29,9750,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/shared/smallsort.rs,rust_const,197,"const MAX_STACK_ARRAY_SIZE: usize = 4096;""
191,19600,29400,29,9800,"./repos/coq-of-rust/RocqOfRust/core/slice/sort/unstable/quicksort.rs,rust_const,138,"const fn inst_partition<T, F: FnMut(&T, &T) -> bool>() -> fn(&mut [T], &T, &mut F) -> usize {""
192,19700,29550,29,9850,"./repos/coq-of-rust/RocqOfRust/core/cell.rs,rust_const,822,"const UNUSED: BorrowFlag = 0;""
193,19800,29700,29,9900,"./repos/coq-of-rust/RocqOfRust/core/panicking.rs,rust_const,36,"const _: () = assert!(cfg!(panic = "abort"), "panic_immediate_abort requires -C panic=abort");""
194,19900,29850,29,9950,"./repos/coq-of-rust/RocqOfRust/core/sync/atomic.rs,rust_const,257,"const EMULATE_ATOMIC_BOOL: bool =""
195,20000,30000,30,10000,"./repos/coq-of-rust/RocqOfRust/core/str/validations.rs,rust_const,11,"const fn utf8_first_byte(byte: u8, width: u32) -> u32 {""
196,20100,30150,30,10050,"./repos/coq-of-rust/RocqOfRust/core/str/validations.rs,rust_const,17,"const fn utf8_acc_cont_byte(ch: u32, byte: u8) -> u32 {""
197,20200,30300,30,10100,"./repos/coq-of-rust/RocqOfRust/core/str/validations.rs,rust_const,115,"const NONASCII_MASK: usize = usize::repeat_u8(0x80);""
198,20300,30450,30,10150,"./repos/coq-of-rust/RocqOfRust/core/str/validations.rs,rust_const,119,"const fn contains_nonascii(x: usize) -> bool {""
199,20400,30600,30,10200,"./repos/coq-of-rust/RocqOfRust/core/str/validations.rs,rust_const,255,"const UTF8_CHAR_WIDTH: &[u8; 256] = &[""
200,20500,30750,30,10250,"./repos/coq-of-rust/RocqOfRust/core/str/validations.rs,rust_const,284,"const CONT_MASK: u8 = 0b0011_1111;""
201,20600,30900,30,10300,"./repos/coq-of-rust/RocqOfRust/core/str/traits.rs,rust_const,78,"const fn str_index_overflow_fail() -> ! {""
202,20700,31050,31,10350,"./repos/coq-of-rust/RocqOfRust/core/str/count.rs,rust_const,23,"const USIZE_SIZE: usize = core::mem::size_of::<usize>();""
203,20800,31200,31,10400,"./repos/coq-of-rust/RocqOfRust/core/str/count.rs,rust_const,24,"const UNROLL_INNER: usize = 4;""
204,20900,31350,31,10450,"./repos/coq-of-rust/RocqOfRust/core/str/mod.rs,rust_const,67,"const fn slice_error_fail(s: &str, begin: usize, end: usize) -> ! {""
205,21000,31500,31,10500,"./repos/coq-of-rust/RocqOfRust/core/str/mod.rs,rust_const,72,"const fn slice_error_fail(s: &str, begin: usize, end: usize) -> ! {""
206,21100,31650,31,10550,"./repos/coq-of-rust/RocqOfRust/core/str/mod.rs,rust_const,77,"const fn slice_error_fail_ct(_: &str, _: usize, _: usize) -> ! {""
207,21200,31800,31,10600,"./repos/coq-of-rust/RocqOfRust/core/option.rs,rust_const,2008,"const fn unwrap_failed() -> ! {""
208,21300,31950,31,10650,"./repos/coq-of-rust/RocqOfRust/core/option.rs,rust_const,2017,"const fn expect_failed(msg: &str) -> ! {""
209,21400,32100,32,10700,"./repos/coq-of-rust/RocqOfRust/revm/revm_interpreter/instructions/i256.rs,rust_const,28,"const FLIPH_BITMASK_U64: u64 = 0x7FFFFFFFFFFFFFFF;""
210,21500,32250,32,10750,"./repos/coq-of-rust/RocqOfRust/revm/revm_interpreter/gas/calc.rs,rust_const,69,"const fn log2floor(value: U256) -> u64 {""
211,21600,32400,32,10800,"./repos/coq-of-rust/RocqOfRust/revm/revm_bytecode/eof/header.rs,rust_const,31,"const KIND_TERMINAL: u8 = 0;""
212,21700,32550,32,10850,"./repos/coq-of-rust/RocqOfRust/revm/revm_bytecode/eof/header.rs,rust_const,32,"const KIND_TYPES: u8 = 1;""
213,21800,32700,32,10900,"./repos/coq-of-rust/RocqOfRust/revm/revm_bytecode/eof/header.rs,rust_const,33,"const KIND_CODE: u8 = 2;""
214,21900,32850,32,10950,"./repos/coq-of-rust/RocqOfRust/revm/revm_bytecode/eof/header.rs,rust_const,34,"const KIND_CONTAINER: u8 = 3;""
215,22000,33000,33,11000,"./repos/coq-of-rust/RocqOfRust/revm/revm_bytecode/eof/header.rs,rust_const,35,"const KIND_DATA: u8 = 4;""
216,22100,33150,33,11050,"./repos/coq-of-rust/RocqOfRust/revm/revm_bytecode/eof/types_section.rs,rust_const,8,"const EOF_NON_RETURNING_FUNCTION: u8 = 0x80;""
217,22200,33300,33,11100,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/secp256r1.rs,rust_const,16,"const P256VERIFY_BASE: u64 = 3450;""
218,22300,33450,33,11150,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/blake2.rs,rust_const,4,"const F_ROUND: u64 = 1;""
219,22400,33600,33,11200,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/blake2.rs,rust_const,5,"const INPUT_LENGTH: usize = 213;""
220,22500,33750,33,11250,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/msm.rs,rust_const,2,"const MSM_MULTIPLIER: u64 = 1000;""
221,22600,33900,33,11300,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/map_fp2_to_g2.rs,rust_const,19,"const BASE_GAS_FEE: u64 = 75000;""
222,22700,34050,34,11350,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/g2_add.rs,rust_const,15,"const BASE_GAS_FEE: u64 = 800;""
223,22800,34200,34,11400,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/g2_add.rs,rust_const,18,"const INPUT_LENGTH: usize = 512;""
224,22900,34350,34,11450,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/g2.rs,rust_const,10,"const G2_OUTPUT_LENGTH: usize = 256;""
225,23000,34500,34,11500,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/pairing.rs,rust_const,18,"const PAIRING_MULTIPLIER_BASE: u64 = 43000;""
226,23100,34650,34,11550,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/pairing.rs,rust_const,20,"const PAIRING_OFFSET_BASE: u64 = 65000;""
227,23200,34800,34,11600,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/pairing.rs,rust_const,22,"const INPUT_LENGTH: usize = 384;""
228,23300,34950,34,11650,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/g1_add.rs,rust_const,15,"const BASE_GAS_FEE: u64 = 500;""
229,23400,35100,35,11700,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/g1_add.rs,rust_const,18,"const INPUT_LENGTH: usize = 256;""
230,23500,35250,35,11750,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/map_fp_to_g1.rs,rust_const,18,"const MAP_FP_TO_G1_BASE: u64 = 5500;""
231,23600,35400,35,11800,"./repos/coq-of-rust/RocqOfRust/revm/revm_precompile/bls12_381/g1.rs,rust_const,10,"const G1_OUTPUT_LENGTH: usize = 128;""
232,23700,35550,35,11850,"./repos/coq-of-rust/RocqOfRust/bytes/bytes.rs,rust_const,963,"const STATIC_VTABLE: Vtable = Vtable {""
233,23800,35700,35,11900,"./repos/coq-of-rust/RocqOfRust/bytes/bytes.rs,rust_const,1178,"const _: [(); 0 - mem::align_of::<Shared>() % 2] = []; // Assert that the alignment of `Shared` is divisible by 2.""
234,23900,35850,35,11950,"./repos/coq-of-rust/RocqOfRust/bytes/bytes.rs,rust_const,1188,"const KIND_ARC: usize = 0b0;""
235,24000,36000,36,12000,"./repos/coq-of-rust/RocqOfRust/bytes/bytes.rs,rust_const,1189,"const KIND_VEC: usize = 0b1;""
236,24100,36150,36,12050,"./repos/coq-of-rust/RocqOfRust/bytes/bytes.rs,rust_const,1190,"const KIND_MASK: usize = 0b1;""
237,24200,36300,36,12100,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,87,"const _: [(); 0 - mem::align_of::<Shared>() % 2] = []; // Assert that the alignment of `Shared` is divisible by 2.""
238,24300,36450,36,12150,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,90,"const KIND_ARC: usize = 0b0;""
239,24400,36600,36,12200,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,91,"const KIND_VEC: usize = 0b1;""
240,24500,36750,36,12250,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,92,"const KIND_MASK: usize = 0b1;""
241,24600,36900,36,12300,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,96,"const MAX_ORIGINAL_CAPACITY_WIDTH: usize = 17;""
242,24700,37050,37,12350,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,99,"const MIN_ORIGINAL_CAPACITY_WIDTH: usize = 10;""
243,24800,37200,37,12400,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,102,"const ORIGINAL_CAPACITY_MASK: usize = 0b11100;""
244,24900,37350,37,12450,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,103,"const ORIGINAL_CAPACITY_OFFSET: usize = 2;""
245,25000,37500,37,12500,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,105,"const VEC_POS_OFFSET: usize = 5;""
246,25100,37650,37,12550,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,110,"const MAX_VEC_POS: usize = usize::MAX >> VEC_POS_OFFSET;""
247,25200,37800,37,12600,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,111,"const NOT_VEC_POS_MASK: usize = 0b11111;""
248,25300,37950,37,12650,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,114,"const PTR_WIDTH: usize = 64;""
249,25400,38100,38,12700,"./repos/coq-of-rust/RocqOfRust/bytes/bytes_mut.rs,rust_const,116,"const PTR_WIDTH: usize = 32;""
250,25500,38250,38,12750,"./repos/coq-of-rust/RocqOfRust/solana_program_token/pinocchio/processor/mod.rs,rust_const,74,"const U64_BYTES: usize = core::mem::size_of::<u64>();""
251,25600,38400,38,12800,"./repos/coq-of-rust/RocqOfRust/solana_program_token/pinocchio/processor/mod.rs,rust_const,81,"const MAX_FORMATTED_DIGITS: usize = u8::MAX as usize + 2;""
252,25700,38550,38,12850,"./repos/coq-of-rust/RocqOfRust/solana_program_token/pinocchio/processor/mod.rs,rust_const,199,"const fn unpack_amount(instruction_data: &[u8]) -> Result<u64, TokenError> {""
253,25800,38700,38,12900,"./repos/coq-of-rust/RocqOfRust/solana_program_token/pinocchio/processor/mod.rs,rust_const,211,"const fn unpack_amount_and_decimals(instruction_data: &[u8]) -> Result<(u64, u8), TokenError> {""
254,25900,38850,38,12950,"./repos/coq-of-rust/RocqOfRust/solana_program_token/pinocchio/processor/batch.rs,rust_const,12,"const IX_HEADER_SIZE: usize = 2;""
255,26000,39000,39,13000,"./repos/coq-of-rust/RocqOfRust/solana_program_token/interface/state.rs,rust_const,294,"const SPL_TOKEN_ACCOUNT_MINT_OFFSET: usize = 0;""
256,26100,39150,39,13050,"./repos/coq-of-rust/RocqOfRust/solana_program_token/interface/state.rs,rust_const,295,"const SPL_TOKEN_ACCOUNT_OWNER_OFFSET: usize = 32;""
257,26200,39300,39,13100,"./repos/coq-of-rust/RocqOfRust/solana_program_token/interface/instruction.rs,rust_const,18,"const U64_BYTES: usize = 8;""
258,26300,39450,39,13150,"./convert_emoji_patterns.pl,prolog_fact,7,"emoji_patterns([""
259,26400,39600,39,13200,"./scheme_c_convergence.pl,prolog_fact,13,"scheme_construct(number, '42', 2).""
260,26500,39750,39,13250,"./scheme_c_convergence.pl,prolog_fact,14,"scheme_construct(boolean, '#t', 2).""
261,26600,39900,39,13300,"./scheme_c_convergence.pl,prolog_fact,15,"scheme_construct(char, '#\a', 2).""
262,26700,40050,40,13350,"./scheme_c_convergence.pl,prolog_fact,18,"scheme_construct(add, '(+ 1 2)', 3).""
263,26800,40200,40,13400,"./scheme_c_convergence.pl,prolog_fact,19,"scheme_construct(sub, '(- 3 1)', 3).""
264,26900,40350,40,13450,"./scheme_c_convergence.pl,prolog_fact,20,"scheme_construct(mul, '(* 2 3)', 3).""
265,27000,40500,40,13500,"./scheme_c_convergence.pl,prolog_fact,23,"scheme_construct(define, '(define x 1)', 5).""
266,27100,40650,40,13550,"./scheme_c_convergence.pl,prolog_fact,24,"scheme_construct(set, '(set! x 2)', 5).""
267,27200,40800,40,13600,"./scheme_c_convergence.pl,prolog_fact,25,"scheme_construct(let, '(let ((x 1)) x)', 5).""
268,27300,40950,40,13650,"./scheme_c_convergence.pl,prolog_fact,28,"scheme_construct(if, '(if x y z)', 7).""
269,27400,41100,41,13700,"./scheme_c_convergence.pl,prolog_fact,29,"scheme_construct(cond, '(cond ((x) y))', 7).""
270,27500,41250,41,13750,"./scheme_c_convergence.pl,prolog_fact,30,"scheme_construct(case, '(case x ((1) y))', 7).""
271,27600,41400,41,13800,"./scheme_c_convergence.pl,prolog_fact,33,"scheme_construct(lambda, '(lambda (x) x)', 11).""
272,27700,41550,41,13850,"./scheme_c_convergence.pl,prolog_fact,34,"scheme_construct(apply, '(apply f args)', 11).""
273,27800,41700,41,13900,"./scheme_c_convergence.pl,prolog_fact,35,"scheme_construct(call, '(f x)', 11).""
274,27900,41850,41,13950,"./scheme_c_convergence.pl,prolog_fact,38,"scheme_construct(cons, '(cons 1 2)', 13).""
275,28000,42000,42,14000,"./scheme_c_convergence.pl,prolog_fact,39,"scheme_construct(car, '(car lst)', 13).""
276,28100,42150,42,14050,"./scheme_c_convergence.pl,prolog_fact,40,"scheme_construct(cdr, '(cdr lst)', 13).""
277,28200,42300,42,14100,"./scheme_c_convergence.pl,prolog_fact,43,"scheme_construct(vector, '(vector 1 2 3)', 17).""
278,28300,42450,42,14150,"./scheme_c_convergence.pl,prolog_fact,44,"scheme_construct(record, '(make-record x y)', 17).""
279,28400,42600,42,14200,"./scheme_c_convergence.pl,prolog_fact,47,"scheme_construct(syntax_rules, '(syntax-rules () ...)', 19).""
280,28500,42750,42,14250,"./scheme_c_convergence.pl,prolog_fact,48,"scheme_construct(quasiquote, '`(,x)', 19).""
281,28600,42900,42,14300,"./scheme_c_convergence.pl,prolog_fact,51,"scheme_construct(c_call, '(c-call "malloc" n)', 23).""
282,28700,43050,43,14350,"./scheme_c_convergence.pl,prolog_fact,52,"scheme_construct(pointer, '(make-pointer addr)', 23).""
283,28800,43200,43,14400,"./scheme_c_convergence.pl,prolog_fact,58,"c_construct(int_type, 'int', 2).""
284,28900,43350,43,14450,"./scheme_c_convergence.pl,prolog_fact,59,"c_construct(add_op, '+', 3).""
285,29000,43500,43,14500,"./scheme_c_convergence.pl,prolog_fact,60,"c_construct(var_decl, 'int x;', 5).""
286,29100,43650,43,14550,"./scheme_c_convergence.pl,prolog_fact,61,"c_construct(if_stmt, 'if (x) {}', 7).""
287,29200,43800,43,14600,"./scheme_c_convergence.pl,prolog_fact,62,"c_construct(func_decl, 'int f();', 11).""
288,29300,43950,43,14650,"./scheme_c_convergence.pl,prolog_fact,63,"c_construct(pointer, 'int *p;', 13).""
289,29400,44100,44,14700,"./scheme_c_convergence.pl,prolog_fact,64,"c_construct(struct, 'struct S {};', 17).""
290,29500,44250,44,14750,"./scheme_c_convergence.pl,prolog_fact,65,"c_construct(array, 'int a[10];', 19).""
291,29600,44400,44,14800,"./scheme_c_convergence.pl,prolog_fact,66,"c_construct(malloc, 'malloc(n)', 23).""
292,29700,44550,44,14850,"./scheme_c_convergence.pl,prolog_fact,73,"convergence_point(2, scheme_number, c_int_type, 'Both represent integers').""
293,29800,44700,44,14900,"./scheme_c_convergence.pl,prolog_fact,76,"convergence_point(3, scheme_add, c_add_op, 'Both perform addition').""
294,29900,44850,44,14950,"./scheme_c_convergence.pl,prolog_fact,79,"convergence_point(5, scheme_define, c_var_decl, 'Both declare variables').""
295,30000,45000,45,15000,"./scheme_c_convergence.pl,prolog_fact,82,"convergence_point(7, scheme_if, c_if_stmt, 'Both conditional branching').""
296,30100,45150,45,15050,"./scheme_c_convergence.pl,prolog_fact,85,"convergence_point(11, scheme_lambda, c_func_decl, 'Both define functions').""
297,30200,45300,45,15100,"./scheme_c_convergence.pl,prolog_fact,88,"convergence_point(13, scheme_cons, c_pointer, 'Lists = linked pointers').""
298,30300,45450,45,15150,"./scheme_c_convergence.pl,prolog_fact,91,"convergence_point(17, scheme_vector, c_struct, 'Both aggregate data').""
299,30400,45600,45,15200,"./scheme_c_convergence.pl,prolog_fact,94,"convergence_point(19, scheme_syntax_rules, c_array, 'Both compile-time expansion').""
300,30500,45750,45,15250,"./scheme_c_convergence.pl,prolog_fact,97,"convergence_point(23, scheme_c_call, c_malloc, 'Both interface with C runtime').""
301,30600,45900,45,15300,"./scheme_c_convergence.pl,prolog_fact,205,"mes_path('/mnt/data1/nix/time/2024/05/30/mes').""
302,30700,46050,46,15350,"./scheme_c_convergence.pl,prolog_fact,296,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
303,30800,46200,46,15400,"./scheme_c_convergence.pl,prolog_fact,297,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
304,30900,46350,46,15450,"./scheme_c_convergence.pl,prolog_fact,298,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
305,31000,46500,46,15500,"./scheme_c_convergence.pl,prolog_fact,299,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
306,31100,46650,46,15550,"./scheme_c_convergence.pl,prolog_fact,300,"emoji_prime(71, '🍄').""
307,31200,46800,46,15600,"./self_aware_prolog.pl,prolog_fact,15,"idea_definition(factorial, [""
308,31300,46950,46,15650,"./self_aware_prolog.pl,prolog_fact,20,"idea_definition(fibonacci, [""
309,31400,47100,47,15700,"./self_aware_prolog.pl,prolog_fact,26,"idea_definition(quicksort, [""
310,31500,47250,47,15750,"./self_aware_prolog.pl,prolog_fact,295,"test_inputs(factorial, [5, 10, 15, 20]).""
311,31600,47400,47,15800,"./self_aware_prolog.pl,prolog_fact,296,"test_inputs(fibonacci, [5, 10, 15, 20]).""
312,31700,47550,47,15850,"./self_aware_prolog.pl,prolog_fact,313,"complexity_matches(o(n), o(n)).""
313,31800,47700,47,15900,"./self_aware_prolog.pl,prolog_fact,314,"complexity_matches(o(n_squared), o(n_squared)).""
314,31900,47850,47,15950,"./self_aware_prolog.pl,prolog_fact,318,"factorial(0, 1).""
315,32000,48000,48,16000,"./self_aware_prolog.pl,prolog_fact,322,"fib(0, 0).""
